product_id,sku,product_name,category,manufacturer,unit_cost,list_price
198,SKU-NETW-00198,VORTEX_SILICON Networking Switch Gen-3,NETWORKING_SWITCH,VORTEX_SILICON,669.7,1005.54
199,SKU-AI_A-00199,QUANTUM_OPTICS Ai Accelerator Gen-4,AI_ACCELERATOR,QUANTUM_OPTICS,355.0,548.14
200,SKU-SECU-00200,NEXUS_CHIPS Security Gateway Gen-5,SECURITY_GATEWAY,NEXUS_CHIPS,458.35,794.6
201,SKU-ENTE-00201,TITAN_SYSTEMS Enterprise Server Gen-6,ENTERPRISE_SERVER,TITAN_SYSTEMS,127.39,231.52
202,SKU-CLOU-00202,APEX_HARDWARE Cloud Storage Gen-7,CLOUD_STORAGE,APEX_HARDWARE,233.7,333.4
203,SKU-NETW-00203,VORTEX_SILICON Networking Switch Gen-1,NETWORKING_SWITCH,VORTEX_SILICON,608.76,1037.44
204,SKU-AI_A-00204,QUANTUM_OPTICS Ai Accelerator Gen-2,AI_ACCELERATOR,QUANTUM_OPTICS,636.9,1161.23
205,SKU-SECU-00205,NEXUS_CHIPS Security Gateway Gen-3,SECURITY_GATEWAY,NEXUS_CHIPS,89.61,148.81
206,SKU-ENTE-00206,TITAN_SYSTEMS Enterprise Server Gen-4,ENTERPRISE_SERVER,TITAN_SYSTEMS,81.89,149.64
207,SKU-CLOU-00207,APEX_HARDWARE Cloud Storage Gen-5,CLOUD_STORAGE,APEX_HARDWARE,540.37,884.15
208,SKU-NETW-00208,VORTEX_SILICON Networking Switch Gen-6,NETWORKING_SWITCH,VORTEX_SILICON,747.96,1299.52
209,SKU-AI_A-00209,QUANTUM_OPTICS Ai Accelerator Gen-7,AI_ACCELERATOR,QUANTUM_OPTICS,541.49,823.98
210,SKU-SECU-00210,NEXUS_CHIPS Security Gateway Gen-1,SECURITY_GATEWAY,NEXUS_CHIPS,284.44,485.08
211,SKU-ENTE-00211,TITAN_SYSTEMS Enterprise Server Gen-2,ENTERPRISE_SERVER,TITAN_SYSTEMS,799.85,1446.69
212,SKU-CLOU-00212,APEX_HARDWARE Cloud Storage Gen-3,CLOUD_STORAGE,APEX_HARDWARE,821.92,1271.93
213,SKU-NETW-00213,VORTEX_SILICON Networking Switch Gen-4,NETWORKING_SWITCH,VORTEX_SILICON,657.77,1122.93
214,SKU-AI_A-00214,QUANTUM_OPTICS Ai Accelerator Gen-5,AI_ACCELERATOR,QUANTUM_OPTICS,70.51,116.84
215,SKU-SECU-00215,NEXUS_CHIPS Security Gateway Gen-6,SECURITY_GATEWAY,NEXUS_CHIPS,742.83,1340.93
216,SKU-ENTE-00216,TITAN_SYSTEMS Enterprise Server Gen-7,ENTERPRISE_SERVER,TITAN_SYSTEMS,396.9,615.06
217,SKU-CLOU-00217,APEX_HARDWARE Cloud Storage Gen-1,CLOUD_STORAGE,APEX_HARDWARE,405.02,674.96
218,SKU-NETW-00218,VORTEX_SILICON Networking Switch Gen-2,NETWORKING_SWITCH,VORTEX_SILICON,233.04,396.92
219,SKU-AI_A-00219,QUANTUM_OPTICS Ai Accelerator Gen-3,AI_ACCELERATOR,QUANTUM_OPTICS,461.71,716.3
220,SKU-SECU-00220,NEXUS_CHIPS Security Gateway Gen-4,SECURITY_GATEWAY,NEXUS_CHIPS,649.42,1067.75
221,SKU-ENTE-00221,TITAN_SYSTEMS Enterprise Server Gen-5,ENTERPRISE_SERVER,TITAN_SYSTEMS,251.05,361.11
222,SKU-CLOU-00222,APEX_HARDWARE Cloud Storage Gen-6,CLOUD_STORAGE,APEX_HARDWARE,46.28,77.24
223,SKU-NETW-00223,VORTEX_SILICON Networking Switch Gen-7,NETWORKING_SWITCH,VORTEX_SILICON,297.42,405.62
224,SKU-AI_A-00224,QUANTUM_OPTICS Ai Accelerator Gen-1,AI_ACCELERATOR,QUANTUM_OPTICS,275.05,401.92
225,SKU-SECU-00225,NEXUS_CHIPS Security Gateway Gen-2,SECURITY_GATEWAY,NEXUS_CHIPS,429.32,603.28
226,SKU-ENTE-00226,TITAN_SYSTEMS Enterprise Server Gen-3,ENTERPRISE_SERVER,TITAN_SYSTEMS,84.76,114.99
227,SKU-CLOU-00227,APEX_HARDWARE Cloud Storage Gen-4,CLOUD_STORAGE,APEX_HARDWARE,232.1,385.06
228,SKU-NETW-00228,VORTEX_SILICON Networking Switch Gen-5,NETWORKING_SWITCH,VORTEX_SILICON,512.21,763.79
229,SKU-AI_A-00229,QUANTUM_OPTICS Ai Accelerator Gen-6,AI_ACCELERATOR,QUANTUM_OPTICS,397.97,641.0
230,SKU-SECU-00230,NEXUS_CHIPS Security Gateway Gen-7,SECURITY_GATEWAY,NEXUS_CHIPS,66.3,111.72
231,SKU-ENTE-00231,TITAN_SYSTEMS Enterprise Server Gen-1,ENTERPRISE_SERVER,TITAN_SYSTEMS,298.03,471.07
232,SKU-CLOU-00232,APEX_HARDWARE Cloud Storage Gen-2,CLOUD_STORAGE,APEX_HARDWARE,525.72,862.19
233,SKU-NETW-00233,VORTEX_SILICON Networking Switch Gen-3,NETWORKING_SWITCH,VORTEX_SILICON,718.09,1194.43
234,SKU-AI_A-00234,QUANTUM_OPTICS Ai Accelerator Gen-4,AI_ACCELERATOR,QUANTUM_OPTICS,694.16,1258.81
235,SKU-SECU-00235,NEXUS_CHIPS Security Gateway Gen-5,SECURITY_GATEWAY,NEXUS_CHIPS,557.45,903.86
236,SKU-ENTE-00236,TITAN_SYSTEMS Enterprise Server Gen-6,ENTERPRISE_SERVER,TITAN_SYSTEMS,430.89,739.59
237,SKU-CLOU-00237,APEX_HARDWARE Cloud Storage Gen-7,CLOUD_STORAGE,APEX_HARDWARE,267.23,437.7
238,SKU-NETW-00238,VORTEX_SILICON Networking Switch Gen-1,NETWORKING_SWITCH,VORTEX_SILICON,757.7,1224.82
239,SKU-AI_A-00239,QUANTUM_OPTICS Ai Accelerator Gen-2,AI_ACCELERATOR,QUANTUM_OPTICS,292.99,453.59
240,SKU-SECU-00240,NEXUS_CHIPS Security Gateway Gen-3,SECURITY_GATEWAY,NEXUS_CHIPS,419.81,776.55
241,SKU-ENTE-00241,TITAN_SYSTEMS Enterprise Server Gen-4,ENTERPRISE_SERVER,TITAN_SYSTEMS,469.41,735.75
242,SKU-CLOU-00242,APEX_HARDWARE Cloud Storage Gen-5,CLOUD_STORAGE,APEX_HARDWARE,161.95,273.83
243,SKU-NETW-00243,VORTEX_SILICON Networking Switch Gen-6,NETWORKING_SWITCH,VORTEX_SILICON,842.8,1397.56
244,SKU-AI_A-00244,QUANTUM_OPTICS Ai Accelerator Gen-7,AI_ACCELERATOR,QUANTUM_OPTICS,321.47,570.09
245,SKU-SECU-00245,NEXUS_CHIPS Security Gateway Gen-1,SECURITY_GATEWAY,NEXUS_CHIPS,667.38,1213.31
246,SKU-ENTE-00246,TITAN_SYSTEMS Enterprise Server Gen-2,ENTERPRISE_SERVER,TITAN_SYSTEMS,228.05,338.1
247,SKU-CLOU-00247,APEX_HARDWARE Cloud Storage Gen-3,CLOUD_STORAGE,APEX_HARDWARE,550.28,993.39
248,SKU-NETW-00248,VORTEX_SILICON Networking Switch Gen-4,NETWORKING_SWITCH,VORTEX_SILICON,726.27,1019.52
249,SKU-AI_A-00249,QUANTUM_OPTICS Ai Accelerator Gen-5,AI_ACCELERATOR,QUANTUM_OPTICS,295.91,492.6
250,SKU-SECU-00250,NEXUS_CHIPS Security Gateway Gen-6,SECURITY_GATEWAY,NEXUS_CHIPS,495.55,696.59
